Mehdi	Time			Temp	SetPoint						
PID_out	1083	71,7	0	450	450	100	10	100			
PID_out	1084	71,8	0	450	450	100	10	100			
PID_out	1085	71,9	0	450	450	100	10	100			
PID_out	1086	72	0	450	450	100	10	100			
PID_out	1087	72,1	0	450	450	100	10	100			
PID_out	1088	72,2	0	450	450	100	10	100			
PID_out	1089	72,3	0	450	450	100	10	100			
PID_out	1090	72,4	0	450	450	100	10	100			
PID_out	1091	72,5	0	450	450	100	10	100			
PID_out	1092	72,6	0	450	450	100	10	100			
PID_out	1093	72,7	0	450	450	100	10	100			
PID_out	1094	72,8	0	450	450	100	10	100			
PID_out	1095	72,9	0	450	450	100	10	100			
PID_out	1096	73	0	450	450	100	10	100			
PID_out	1097	73,1	0	450	450	100	10	100			
PID_out	1098	73,2	0	450	450	100	10	100			
PID_out	1099	73,3	0	450	450	100	10	100			
PID_out	1100	73,4	0	450	450	100	10	100			
PID_out	1101	73,5	0	450	450	100	10	100			
PID_out	1102	73,6	0	450	450	100	10	100			
PID_out	1103	73,7	0	450	450	100	10	100			
PID_out	1104	73,8	0	450	450	100	10	100			
PID_out	1105	73,9	0	450	450	100	10	100			
PID_out	1106	74	0	450	450	100	10	100			
PID_out	1107	74,1	0	450	450	100	10	100			
